"","X","business_id","review_id","user_id","stars.x","date","text","useful","funny","cool","name","address","city","state","postal_code","latitude","longitude","stars.y","review_count","is_open","categories"
"270",2090843,"gOBxVkHpqtjRRxHBIrpnMA","YIW25VdABCyOtMlnJBAlQw","G-9ujgKmc1J2k7HSqXszsw",3,"2014-06-16","Decent food. had the bowl which did come with tons of toppings. The price was just under $10 so a little pricey for what you get. Worth a quick bit to eat but wouldn't go out of my way for this place.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"271",2090844,"gOBxVkHpqtjRRxHBIrpnMA","hmi_8ZL-xS5hbkIEt_Q15w","9ldy-eBHDhxHonEjEw3iwg",4,"2016-03-27","Always great. Been here a bunch of times and I always stop here before I drive back to Ottawa for my kids. I had some problems considering the attitude of the employee who said I was annoying, as he was packing many of my to go sauce and salsas. However when I reached out to management they were really good about taking care of it, which still gives me a reason to come back. Best quality of chipotle I've had, since I had chipotle countless of times in the states.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"272",2090845,"gOBxVkHpqtjRRxHBIrpnMA","wMM9PdmaKAI4YoqHW5i4Wg","mhlQFLMfClqTBm3aAK9vbA",3,"2017-09-09","I had a bowl of chicken with rice and other toppings, it was ok..not the best chicken..the interior can be improved like many restaurants\/fast food on Yonge..",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"273",2090846,"gOBxVkHpqtjRRxHBIrpnMA","Rd5EkWOo3UKsFPIQ5Gtayg","b9Cfa7tkxrl8zuH7yEvEPg",5,"2013-09-26","Dear Chipotle:

I love you so much. I love how your bags are made from 100% post consumer waste, 90% for your napkins. I love the way you cook your steak and the seasoning you use for it. I love how you add lime and cilantro to your rice. I love all your salsas. I love that all your meats are from hormone and antibiotic-free animals who are treated humanely. And that the cheese and sour cream comes from animals treated under the same humane conditions. I love every detail that you have put into your restaurant(s) right down to the back of your receipt paper. 

I still remember my first steak bowl like it was yesterday... One bite and I was done for. 

I have only been to your Yonge and Dundas location, so I can't really compare the service and food to any of your other locations, but I just wanted to let you know that every one there is doing a great job. The food is consistently delicious and fresh.  The service is always fast, efficient, and given with a smile.  The restaurant and bathrooms are always clean. I really do enjoy eating your food. It really makes me happy.  

I love you. 

Forever yours,
M",2,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"274",2090847,"gOBxVkHpqtjRRxHBIrpnMA","ehoh12_B8firmPZe8oteVw","qp0Ne8Ndhucz7s46GLO0og",3,"2012-08-23","I stopped by here tonight on my way home and grabbed a couple of Burrito bowls.  A chicken\/steak burrito bowl for me - a vegetarian burrito bowl for my girlfriend.

The ingredients taste relatively fresh and healthy compared to other burrito options.  Perhaps too fresh, I wonder - my GF just pointed out that the guacamole on the leftover half of her burrito bowl that she's saving for lunch tomorrow didn't turn brown, despite sitting for a while.

The portions are large and the food is quite tasty in general.  I also like that the nutritional information is available in detail on their website.

There is plenty of seating at this location.  This is an advantage compared to my other burrito favourites - all of which are holes in the wall with little to no seating.

On the other hand, the cost is higher compared to the alternatives.  At $8.95 for a burrito bowl before tax, it's more expensive than similar establishments.  Also, if you would like to add guacamole to your burrito it's $2.95 for anything other than the veggie burrito.  This seems excessive to me.  Does it really cost so much to produce?

Also, the person who asked me what ingredients I wanted had an accent so thick that I couldn't really understand what she was saying.  I don't think it's a good idea to have someone who can't pronounce English words in the position that requires the most communication at Yonge and Dundas square.

I waver on my rating for Chipotle.  Based on the food alone, it's a 3.5 to 4 star, but given that the price point is higher than the competitors, I'm rounding down.",1,1,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"275",2090848,"gOBxVkHpqtjRRxHBIrpnMA","_imbcS0T3LX04qb1ft67vA","l1LKxQX8mF3WV9I7mvJU_w",3,"2011-03-23","Everything here is made fresh and prepared infront of you. If you want larger portions you can just ask. There is seating available and is also close to the dundas square food court, eatons food court, and atrium food court. Any item will run you around $10. This place was definitely a 4-5 star fast food establishment when it first opened, but ive been avoiding this joint for a while now due to poor service and increase in prices.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"276",2090849,"gOBxVkHpqtjRRxHBIrpnMA","HNbrMruAseOAZyVmTQzksA","8EHRy29QFWvMKW4-Zs9p9g",3,"2016-02-22","Fresh and fast Mexican food.

The lineup is always massive at this location. So many students and its also located at Yonge and Dundas. That being said they are great at moving the line quickly.

The biggest issue is there is never a place to sit down and eat. Never. All seats and benchs are always taken from 12-3 pm. If your dropping by for lunch be prepared to take out.

On to the food.

I have had everything on the menu. Its always fast and fresh. Nothing special in the Mexican department. Salsa and corn salad is tasty. Soft tacos are delicious. Chicken is amazing.
All the other proteins are just average. Steak is tough and chewy. Pork is lacking flavor. and the beef is stringy.

Its a good place to get a fast fresh burrito and a full belly for 10$",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"277",2090850,"gOBxVkHpqtjRRxHBIrpnMA","xIU3ZhEAilVevZ_-PbW2JQ","PGSGqd11WmtNNnujAdZ0AQ",4,"2013-09-29","Love me some Chipotle..
Love the chicken bowl- the burritos get a little too messy for me. I always get the mild salsa (I like the chunks of freshly diced tomatoes) as well as the hot. 
Chips and guacamole on the side- lunch\/dinner so good.
Much better than most of the burrito places in the city- and comparatively priced.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"278",2090851,"gOBxVkHpqtjRRxHBIrpnMA","J4qEtRwR3ud4ukYX-ZOqjg","B6nvVUcnj5r7mNll1iCxXQ",4,"2015-01-28","I've been here a couple time. Overall, it's quite good. I got the steak burrito once and a sofrito bowl. I remember the rice for the bowl to be a bit hard. There burritos we also very short and wide so in each bite I don't get all the the stuff. Chipotle has always been a pretty solid place with good food but there are better places for cheaper.",5,7,4,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"279",2090852,"gOBxVkHpqtjRRxHBIrpnMA","6AnV2JJdz17KvH0QkBqNnA","FVJnLLjZ2lsVbd2WTeeW0Q",4,"2012-12-29","I ate in many location in the states. 
This Canadian one seems to have a little bit higher price. 

The food was good and very fulfilling. 

Not much service to talk about here since its basically self-service after the counter. 

It was really crowded and hard to find a seat to eat.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"280",2090853,"gOBxVkHpqtjRRxHBIrpnMA","VA06RoxgYLNui4U8pDe3nQ","O3pSxv1SyHpY4qi4Q16KzA",2,"2015-06-10","We met at Chipotle Mexican Grill for supper.

Trish and Gord both ordered burrito bowls (a burrito without the wrap).  Trish's was vegan.  Gord's had chicken (he said it was just okay).  I ordered a chicken burrito ... it was okay, not great.
 
It's like a production line with robots asking what you want as ingredients as you move along down the line.  Gord and I both found it felt rushed.  At one point after a robot asked me what kind of salsa I wanted (mild, medium or hot), I asked how hot medium was ... which prompted her to put a big spoonful of medium salsa on my burrito.

I doubt I'll go back.",1,2,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"281",2090854,"gOBxVkHpqtjRRxHBIrpnMA","DB5tXkCMM30ZP0PjKDCNMA","Ctrp5IoEKHkixDSIyYHDpw",2,"2011-06-26","First, the bad news. This Chipotle kind of sucks.

I not only love Chipotle, but I'm pretty sure that before I went to this location, I'd never had a bad Chipotle experience in my life. It's honestly a bit unsettling.

I'm not sure if it's this location specifically, or all the ones in Canada, but some of the ingredients are just... off. The cheese is just plain wrong. You can see this immediately if you order a quesadilla. It just doesn't melt (or taste) quite right.

It's still fine if you're in a pinch for a burrito (or tacos), but don't expect it to be a faithful experience like the ones back in the states.",3,0,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"282",2090855,"gOBxVkHpqtjRRxHBIrpnMA","L-w2xeRm4UdOIlMhniwmzA","uWPmaHUsIUb1BkelMCGHOQ",2,"2012-01-30","I found the burrito to be soggy and the meat blend, nothing special.  Also, I would rather support a Canadian company.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"283",2090856,"gOBxVkHpqtjRRxHBIrpnMA","7vY1oqD70L_6p9pWrD0-FQ","CI0KQihl7QNz3genC4ooCQ",4,"2017-02-21","One of the best places to have a full healthy meal for around 10$

They do not accept debit cards, only cash or credit.
I stick to the burrito bowls which are easier to eat and taste good.
Try the carnitas or the barbacoa.

They have great vegetarian options as well. There isn't much of an ambience but the service is pleasant.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"284",2090857,"gOBxVkHpqtjRRxHBIrpnMA","DbG8Msuk8k6wyc9qFZwMjg","lPIsKQYt-md1i3s9CKFZdw",4,"2010-12-10","Probably will never look at Taco Bell the same way again.

Despite the cost, it is a much healthier choice. Delicious too!
I tried Chipotle's for the first time, after having passed by it often and seeing how it is always crowded during lunch.

My g\/f and I got the steak fajita burrito. We also opted for the chips and guacamole side dishes. The combination tasted fresh and tasty.

I left without feeling the bloated uneasy feeling I get after a greasy meal. 

I would definitely be back to try out the other options.",5,0,3,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"285",2090858,"gOBxVkHpqtjRRxHBIrpnMA","WAUkBnSDUjvAjg3MBOoH9Q","-m0KTRk0c901-4b-BN34Gg",4,"2009-04-10","When I lived in California I used to come here fairly often.

Going to the Toronto location I was pleased to see that it is exactly the same as its' U.S. counterpart. Same yellowish walls with chipotle red accents and nice wooden tables. Interiors of Chipotle's are much nicer than you would expect from a fast food chain restaurant. 

The burritos are full of flavor and stuffed with many toppings. I like it here and am a big fan. I just wish they would grill the burritos after they are assembled like they do at Burrito Boyz because if you take these big puppies to go, they will be a sloppy, soggy mess.

Overall, I like the burritos here. The ingredients are fresh and are full of flavor. Prices may seem expensive for a burrito but these things are big and will fill you to the brim.",3,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"286",2090859,"gOBxVkHpqtjRRxHBIrpnMA","2E9tTLJOLXHZWyxpi5zaSg","VrMaL32wWNed_DjOcsO3Ng",4,"2013-02-17","It's hard to walk past once you try it. Easy, fun, good and almost feels  healthy and best of all it is prepared to order. Nothing I like more than to customize my meal. They could use more seating but it seems to work regardless. They do treat the guacamole as an extra and charge a hefty price for the guacamole. Thats like ordering Eggs Benny and having to order the Bearnaise sauce as an extra. Does this bother anyone else or is it just me...",1,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"287",2090860,"gOBxVkHpqtjRRxHBIrpnMA","K80D_kKMjaKybYf232okhw","HdUpeg9oYzvzHIgeJuM2uQ",2,"2009-11-17","What is all the hype over Chipotle? Can someone please educate me? Based on my 3 experiences there I will list what I like and don't like about this establishment, as well as where to consistently find the best burrito in the city.   

Likes:

-The fact that they have Beef Barbacoa (seasoned shredded beef) and Carnitas (seasoned braised pork) as meat items for burritos instead of the traditional chicken and steak. 

-Choice of salsa, 1 mild, 2 medium, and one hot. 

-Naturally raised meat (or so they say)

-beer!

-Great location right at Yonge and Dundas. 

-corn in the burrito!

-The music playing last time I ordered was some serious fusion including vocals from Nusrat Fateh Ali Khan. 

-Sleek, user-friendly, interactive, and current website. 


Dislikes:

-All the meat I have tried always needs more salt, and no I'm not some salt fiend, it simply is not salted well leaving the meat fairly bland despite the additional seasonings they use.  

-The burritos are huge and sloppy, so huge that one side is cold with the salsa, sour cream and corn etc, and the other side is warm with the meat and rice. 

- They don't grill the burritos after they are put together further contributing to the sloppiness. The tortilla is very thin and chewy, nothing special. 

-Chicken is typically burnt\/charred. I don't ever order the chicken but my g\/f does and I can clearly see that she is often provided with blackened chicken. Sure, I understand there's great flavour in flame grilling chicken, but don't burn it and pull this Nando's flex.

-I had stomach cramps after my last burrito and I never get stomach cramps. I often joke that I can eat anything as my stomach is lined with adamentium. 

-The guac I make blows Chipotle's clear out of the water (feel free to msg me 4 recipe)


I KNOW I am not the first to say this, but this place does not hold a candle to Burrito Boys. I have eaten Burritos all over the city and NOTHING compares to a Burrito Boys burrito, nothing. What do they do that is so special? They do have signature sauces that add serious flavour. But most importantly, they grill their burritos for what seems like an eternity when you're standing in line awaiting your order. This seals in all the flavour from all corners, browns the tortilla and completely heats up\/fuses all the contents of the burrito. 

That's my Chipotle\/Burrito rant.",4,3,2,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"288",2090861,"gOBxVkHpqtjRRxHBIrpnMA","E46MeOrCqFtMZDURDBTVLg","djpMXOA1ic5wv3FPtubHNw",3,"2009-06-21","Not a fan of their burritos, the local Burrito boyz or bandidos does them much better by grilling them whereas Chipotle's feels like a soggy lump. I do enjoy their burrito bowls the combo of rice, beans, meat and veggies is enough to keep me satified without having to tackle one of their messy mismashed burritos. Nice clean eating area. A okay place for a filling lunch when I'm in the area but I think Burrito Boyz\/Bandidos has them beat out for taste.",4,0,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"289",2090862,"gOBxVkHpqtjRRxHBIrpnMA","0IrnDd2C8dZc8auJrUxO8A","4faAjxsQc0wBmgqp7PJUPQ",4,"2013-01-19","1. Doesn't matter how you get it, but always get the Barbacoa.
2. Eating in at this location is difficult (especially during busy times) because of the lack of seating.
3. The definition of fast food. The employees here are just a crazy fast factory line.
4. A little on the pricey side, but sooo worth it.
5. They seem to give you more food if you get a bowl.


I wish Canada had more Chipotles :(",1,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"290",2090863,"gOBxVkHpqtjRRxHBIrpnMA","MmN3pUVYkQbhx8-ajqqgZA","96wAHbB6B2WiANcNdpJmKw",1,"2016-09-02","Man i tried this at vaughn mills and it was overpriced cold garbage ima leave this short this sucked",0,1,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"291",2090864,"gOBxVkHpqtjRRxHBIrpnMA","1SJhXRLqLuEh4DfWSgIYqg","2e5V6M4GNufEnbGJpVdCjw",5,"2013-10-31","This review is based on the chicken burrito. I haven't tried anything else other than the beef burrito. Guacamole is a must and its just not the same without it. The burrito is stuffed to the max with rice, beans, cheese and choice of sauce. I always like ordering a burrito when accompanied by a female because they can never finish the burrito and that just means more for me.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"292",2090865,"gOBxVkHpqtjRRxHBIrpnMA","pokZaPKcETyjvH3IFe1N5g","DxhQiEgLB_PNi69Lt6nHKQ",4,"2011-03-20","After hearing a lot about Chipotle and their version of a healthy burrito, my husband and I finally decided to try it.
I am happy to report that we were not disappointed. 
We shared a chicken burrito with medium hot salsa and chips on the side.
This was certainly the most healthy tasting burrito I have ever tried. 
I actually didn't feel guilty at all for eating it. lol
The chips were nice too. You can taste that they make them fresh every day.

We'll certainly come back some time when we get the chance.",0,0,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"293",2090866,"gOBxVkHpqtjRRxHBIrpnMA","u6gPHEKxjlHXiK4t6VyTMQ","4YyVKh2S5XlxQi9RtNmVew",4,"2016-11-07","I go here mainly for the burrito bowls. Sometimes, I get their chips and salsa too.

Never had an issue with their food. It's decently portioned and pretty fresh. Costs $8.95 + tax.

Heads up - it is extremely busy at this location! I've dined in a few times, but I find that the atmosphere is too loud and hectic.

Good and fresh food, I'll be back.",1,0,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"294",2090867,"gOBxVkHpqtjRRxHBIrpnMA","raJqpSRkbkbDI1dzWAgBNA","n2pKT1hGxf47izGsj8xKoA",4,"2017-11-08","Love this. Best Mexican. Food is tasty and healthy. Very generous portion of food. Great if you're in a hurry. All locations same yummy food.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"295",2090868,"gOBxVkHpqtjRRxHBIrpnMA","QeKyRnHsMbB1cgPQnti55A","aR6vaoYj_SuTmz7EZLe41g",5,"2016-02-01","I got my typical Chipotle experience here. It was mostly full on a Sunday afternoon at 2:30pm, with a lineup for a good 40 minutes. The quality of my bowl was as expected of what I normally get at Chipotle elsewhere. This location provides free refills. 

Cash or credit only.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"296",2090869,"gOBxVkHpqtjRRxHBIrpnMA","eMQvo5x5meHiXyeb7nTEtw","AxyQGSEnCh04H2_wSLrTtg",5,"2013-11-13","Yum! Two giant thumbs up. 

They offer burritos, bowls, salads and tacos with a variety of meats and toppings. The pork is naturally raised and barbacoa is choice quality grade beef. The menu is super simple, making the ordering process expedient. Since it's so healthy it's more expensive than your average fast food restaurant ($10-14.00) but it's so worth it. 

You can never get sick of this place. I highly recommend you try their chips and fresh guacamole..",1,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"297",2090870,"gOBxVkHpqtjRRxHBIrpnMA","PSEhz0_VyuVb4pH6LR9NOg","XIkPvspzRAoEp7McGt9rdw",2,"2013-12-18","I technically like Chipotle but this location is terrible. I had to ask three times for extra veggies. Sorry but no - one sliver of pepper does not constitute extra veggies. When I asked for extra veggies three times I received a glare and about 4 extra slivers of peppers. Figures that they cheap out on the veggies but they'll slop down more rice than you can eat. Also - I don't believe it's right to charge extra for such a tiny amount of guac.

Seating is always jam packed and the lineup feels a bit like participating in a feed trough experiment. Fairly clean bathrooms are the only redeeming factor here. 

My advice - stand firm on your vegetable extras, skip the guac, and take your order to go.",3,1,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"298",2090871,"gOBxVkHpqtjRRxHBIrpnMA","ZOrqHjryTqhT42cb2YjXJg","oLLYmkej2TMHaTbudug5eA",3,"2016-10-08","I like Chipotle, because their burritos are huge and relatively good for you. But this location is packed balls to the wall. It's hard to find seating, and clean seating is even worse. The staff is so busy making burritos for this never-ending line of hungry customers that it doesn't seem like they have a lot of time to actually clean tables and you know, make the place look less unsightly. But otherwise, yeah stuff your face with the big and beautiful burritos. They'll do the trick if you're in a pinch.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"299",2090872,"gOBxVkHpqtjRRxHBIrpnMA","gRq3irpa3GXGRHNX12YhBw","EkvEbvx7mcX6AQ4EcxhBpQ",4,"2009-08-02","Fantastic value for money.

EDIT: In the past two years Chipotle's prices have gone up while the quantity of toppings has gone down. I still treat myself there everyone once and a while, but if you don't want to pay upwards of $10 then head to Burrito Boyz or Big Fat.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"300",2090873,"gOBxVkHpqtjRRxHBIrpnMA","GA-i5CsUGnCnuNIKzZRt5w","yHakD_sjdUAzLQWLslmUfg",5,"2009-11-02","Got a free burrito on Halloween for dressing up as a burrito.

YESSSSSSSS",1,6,2,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"301",2090874,"gOBxVkHpqtjRRxHBIrpnMA","25Vwkkgrb0BAVkgt9vbEqA","yzxa97hcRkToAReoGycv7A",3,"2012-12-03","Good Mexican fare in a fast food style without the fast food taste. I got a chicken burrito, which was incredibly huge and stuffed to the brim with beans, salsa, lettuce, and a corn medley. Their hot sauces come in mild or hot, but should be relabeled mild and milder. 

Good entertainment is sitting along the bar window and people-watch while enjoying your meal. 

Overall, tasty.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"302",2090875,"gOBxVkHpqtjRRxHBIrpnMA","zfESKmsprZeZ_twMn6aasg","d_uSfozaAZR4OpDNa8IiZQ",5,"2015-09-23","This is the best chipotle location to date! They are very generous with their helpings and very friendly when you order and pay. I always get the steak bowl because I prefer the meat and rice while avoiding the bland tortilla. I would always get a side of chips and guac which is priced nicely at another $4~",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"303",2090876,"gOBxVkHpqtjRRxHBIrpnMA","Zyfnqo84NCHVlTHgqxRxLQ","vvlSoQlcekSfPm75T6ZRRA",5,"2011-06-09","Hi My name is MzBeans and I'm addicted to Chipotle . Aside it from being close to campus Go Rams I get full off half a burrito or salad , sometimes i just get 2 tacos  !  For a chain I love this place ! I've tried other burrito places and they were lame ! Their margaritas are good too. Thank Goodness they finally came to Canada. The only downside no debit ! :( So I always  have to remember to bring cash",0,2,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"304",2090877,"gOBxVkHpqtjRRxHBIrpnMA","fS4qEwo8Nlfy97CBpSiLcQ","pR0DlDaMaMHsBM9P6otqkw",4,"2016-04-17","I first discovered Chipotle in the States. I look forward to stopping by Chipotle for lunch and love that they're becoming more popular in Canada.  This location always has a long line but it moves pretty fast.  You can usually find a place to sit but sometimes they're a bit slow to clean up the tables due to the high volume of customers.  

I think their commitment to non-GMO ingredients and that their meat suppliers focus on raising animals in more humane conditions than most mainstream restaurant chains is very commendable.  I usually order the burrito bowl with all ingredients which is very filling.  The burritos are excellent and highly recommended.  I'm happy to eat here knowing it's reasonably healthy (except for the high sodium content!).",1,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"305",2090878,"gOBxVkHpqtjRRxHBIrpnMA","GAvdAygQupFnUVjgRwytdg","zdWr3kzCeK8DpWCBIvNmRA",4,"2012-10-31","Reliable and delicious. These burritos never let me down. Toronto is starved for Mexican food and we need more Chipotles!!!",0,1,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"306",2090879,"gOBxVkHpqtjRRxHBIrpnMA","UuTs1WJkQK5GkbuZdKvmDQ","KcHyQDhKslHPkxrFhoNFdg",3,"2016-04-05","I finally tried Chipotle for the first time on Saturday and now I can understand why people seem to be so obsessed with it. I think the price for the portion size is pretty good. It was a bit nerve-wracking to order for the first time because they went so fast but everything turned out alright. I had a bowl with rice, steak, tomato salsa, sour cream and cheese. It tasted really good and certainly kept me full until dinner. I don't see myself coming here often in the future, maybe once in a while if I'm really craving it. At least I know what the hype is all about now.",1,1,1,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"307",2090880,"gOBxVkHpqtjRRxHBIrpnMA","PZLO9td2OOmW3NPcn3ZVDg","PHdWZ7abqq_xEZrKtEdWAA",3,"2012-11-25","Fresh and very healthy! It was my first time and i love the guacamole. yummy! I was hoping however for more improvement as i am not absolutely satisfied! 

Apart from the customer service part, being bit unpleasant and rude, i enjoyed my choice and might try again..",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"308",2090881,"gOBxVkHpqtjRRxHBIrpnMA","fL1DwHr_6xdIKN52N1GnfQ","KkbRRo51E97_bw-EbDZrHA",2,"2014-08-03","Disappointing. I am a huge advocate for Chipotle, and I have eaten at this one on a number of occasions, but my recent experience was not as good. Unfortunately, the person designated at the grill blackened the chicken to the point of no return. It was devastating. Before leaving I actually had the chance to take a look at the grill, and he was ferociously burning ALL of the chicken!! Who is supervising this dude? Does he not realize that he is ruining countless $10 burritos? Sad face.",3,1,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"309",2090882,"gOBxVkHpqtjRRxHBIrpnMA","OXl3daW-_owghlvYVUMSPQ","i6V3NyTdkBVwPpH7r2BINA",3,"2010-07-02","Not bad at all. If you're on the run, this is a safe spot to grab a filling burrito. Chicken, steak and pork options available. Don't venture out of your way to go here but if you're hungry and find yourself on this corner with no time to go eat a proper meal, it's not a horrible option. This is definitely in the fast food category.",0,0,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
"310",2090883,"gOBxVkHpqtjRRxHBIrpnMA","Zq2PGu1bEZ6X1mfm8uGHNA","KcdTHjzmxbfJVTdw-Ypf1A",5,"2013-04-04","if i could marry a steak burrito i would.. they should make it legal.",0,1,0,"Chipotle Mexican Grill","323 Yonge St, Unit 114","Toronto","ON","M5B 1R7",43.6568889,-79.3809903,3.5,208,1,"Restaurants;Fast Food;Mexican"
